KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,2/14/2019 7:45,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,-0.16,-0.62,588.1,50.23,577.2,60,60,4.82,-124.9,71.255,0.28,578.2,-1.78,-5,376,1.15,44,NA,-606.6,25.942,50.229,5.81,0
,,,STANDARD DEVIATION:,0.37,1.49,238.7,38.533,234.3,35,35,2.77,15.7,54.674,0.11,234.7,0.81,2.26,153,8.32,537,NaN,0,1.051,38.517,0.03,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,15C104484,15C104484,15C104434,15D101235,15C104434,15C105023,15C105023,15C105023,15D101913,15D101235,15C104434,15C104434,15C104484,15C104484,15C104434,15E100285,15E100285,15D101913,15D101913,15C104434,15D101235,15D101940,15D101940
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V
2/14/2019,10:13:55,0,Default Site,0.46,1.82,1.5,-1.015,1.5,99.8,99.8,8.12,-78.4,-1.44,0,1.5,-0.06,-0.17,1,8.93,53,NaN,-606.6,25.828,-1.018,5.83,0
2/14/2019,10:13:56,0,Default Site,0.5,2.01,1.6,-1.015,1.5,99.8,99.8,8.12,-78.4,-1.44,0,1.5,-0.04,-0.1,1,8.95,53,NaN,-606.6,25.826,-1.018,5.83,0
2/14/2019,10:13:58,0,Default Site,0.48,1.93,1.6,-1.016,1.5,99.9,99.9,8.13,-78.3,-1.44,0,1.5,-0.1,-0.28,1,9.02,54,NaN,-606.6,25.823,-1.017,5.83,0
2/14/2019,10:14:00,0,Default Site,0.48,1.93,1.6,-1.016,1.5,99.9,99.9,8.13,-79.1,-1.44,0,1.5,-0.14,-0.4,1,8.34,47,NaN,-606.6,25.758,-1.016,5.83,0
2/14/2019,10:14:02,0,Default Site,0.44,1.78,1.5,-1.016,1.5,100,100,8.15,-78.1,-1.44,0,1.5,0.06,0.18,1,8.67,50,NaN,-606.6,25.753,-1.016,5.83,0
2/14/2019,10:14:04,0,Default Site,0.46,1.84,1.5,-1.016,1.5,100,100,8.15,-78.7,-1.44,0,1.5,-0.14,-0.4,1,8.29,46,NaN,-606.6,25.784,-1.016,5.85,0
2/14/2019,10:14:06,0,Default Site,0.51,2.03,1.5,-1.016,1.5,99.9,99.9,8.14,-78.5,-1.441,0,1.5,-0.07,-0.21,1,7.92,42,NaN,-606.6,25.781,-1.016,5.85,0
2/14/2019,10:14:08,0,Default Site,0.42,1.68,1.5,-1.016,1.5,99.9,99.9,8.14,-79,-1.441,0,1.5,-0.07,-0.2,1,8.07,44,NaN,-606.6,25.745,-1.016,5.85,0
2/14/2019,10:14:10,0,Default Site,0.36,1.44,1.5,-1.016,1.5,99.9,99.9,8.15,-79.5,-1.441,0,1.5,-0.12,-0.32,1,7.91,42,NaN,-606.6,25.723,-1.018,5.85,0
2/14/2019,10:14:12,0,Default Site,0.43,1.73,1.5,-1.016,1.5,100.1,100.1,8.17,-79.9,-1.441,0,1.5,0.02,0.06,1,8.01,43,NaN,-606.6,25.702,-1.018,5.85,0
2/14/2019,10:14:14,0,Default Site,0.51,2.03,1.6,-1.016,1.5,100.2,100.2,8.17,-79.4,-1.441,0,1.5,-0.02,-0.04,1,8.59,49,NaN,-606.6,25.729,-1.018,5.84,0
2/14/2019,10:14:16,0,Default Site,0.45,1.8,1.6,-1.016,1.5,100.2,100.2,8.17,-78.7,-1.441,0,1.5,-0.07,-0.18,1,9.06,55,NaN,-606.6,25.755,-1.017,5.84,0
2/14/2019,10:14:18,0,Default Site,0.47,1.9,1.6,-1.016,1.5,100.1,100.1,8.16,-77.2,-1.441,0,1.5,-0.14,-0.38,1,8.35,47,NaN,-606.6,25.751,-1.016,5.84,0
2/14/2019,10:14:20,0,Default Site,0.35,1.4,1.6,-1.017,1.5,100.1,100.1,8.16,-76.3,-1.441,0,1.5,-0.04,-0.1,1,8.48,48,NaN,-606.6,25.808,-1.017,5.84,0
2/14/2019,10:14:22,0,Default Site,0.47,1.88,1.6,-1.017,1.5,100.1,100.1,8.14,-76,-1.441,0,1.6,-0.05,-0.13,1,8.57,49,NaN,-606.6,25.842,-1.017,5.84,0
2/14/2019,10:14:24,0,Default Site,0.49,1.96,1.5,-1.017,1.5,100,100,8.14,-75.5,-1.441,0,1.5,-0.12,-0.33,1,8.44,48,NaN,-606.6,25.885,-1.017,5.84,0
2/14/2019,10:14:26,0,Default Site,0.46,1.83,1.5,-1.017,1.5,100,100,8.13,-75.9,-1.441,0,1.5,-0.04,-0.12,1,8.61,50,NaN,-606.6,25.923,-1.017,5.84,0
2/14/2019,10:14:28,0,Default Site,0.45,1.8,1.6,-1.017,1.5,99.9,99.9,8.11,-75.8,-1.442,0,1.5,-0.06,-0.15,1,8.63,50,NaN,-606.6,25.94,-1.017,5.84,0
2/14/2019,10:14:30,0,Default Site,0.44,1.76,1.6,-1.017,1.5,99.9,99.9,8.11,-76.1,-1.442,0,1.5,-0.06,-0.16,1,8.36,47,NaN,-606.6,25.942,-1.018,5.84,0
2/14/2019,10:14:32,0,Default Site,0.47,1.88,1.5,-1.017,1.5,99.9,99.9,8.12,-76,-1.442,0,1.5,-0.04,-0.1,1,8.48,48,NaN,-606.6,25.97,-1.018,5.84,0
2/14/2019,10:14:34,0,Default Site,0.44,1.74,1.5,-1.017,1.5,99.9,99.9,8.11,-75.7,-1.442,0,1.5,-0.14,-0.39,1,8.43,48,NaN,-606.6,25.998,-1.017,5.82,0
2/14/2019,10:14:36,0,Default Site,0.43,1.71,1.6,-1.017,1.5,99.9,99.9,8.1,-75,-1.442,0,1.5,-0.05,-0.15,1,8.37,47,NaN,-606.6,26.012,-1.017,5.82,0
2/14/2019,10:14:38,0,Default Site,0.49,1.95,1.6,-1.017,1.5,99.9,99.9,8.1,-75.5,-1.442,0,1.5,-0.06,-0.17,1,8.64,50,NaN,-606.6,26.032,-1.017,5.82,0
2/14/2019,10:14:40,0,Default Site,0.41,1.64,1.6,-1.017,1.5,99.8,99.8,8.1,-75.9,-1.442,0,1.5,-0.08,-0.22,1,8.62,50,NaN,-606.6,26.043,-1.017,5.82,0
2/14/2019,10:14:42,0,Default Site,0.43,1.73,1.6,-1.017,1.5,99.8,99.8,8.09,-76,-1.442,0,1.5,-0.01,-0.03,1,8.54,49,NaN,-606.6,26.051,-1.017,5.82,0
2/14/2019,10:14:44,0,Default Site,0.44,1.76,1.6,-1.017,1.5,99.8,99.8,8.09,-76.3,-1.442,0,1.5,-0.05,-0.15,1,8.54,49,NaN,-606.6,26.063,-1.018,5.84,0
2/14/2019,10:14:46,0,Default Site,0.95,3.79,1.6,-1.017,1.5,99.5,99.5,8.07,-78.2,-1.442,0,1.5,-0.02,-0.06,1,8.07,44,NaN,-606.6,25.972,-1.018,5.84,0
2/14/2019,10:14:48,0,Default Site,2.87,11.46,554.1,-1.017,527.8,98.4,98.4,8,-92,-1.441,0.25,530.3,1.07,2.98,345,0.72,1,NaN,-606.6,27.392,-0.943,5.84,0
2/14/2019,10:14:50,0,Default Site,-0.3,-1.21,685.3,-1.008,651.2,96.7,96.7,7.63,-93.3,-1.429,0.32,654.5,-2.2,-6.15,425,-0.85,0,NaN,-606.6,27.467,-0.831,5.84,0
2/14/2019,10:14:52,0,Default Site,-0.33,-1.3,701.7,-0.999,666.7,97.6,97.6,7.7,-95.6,-1.416,0.32,670.1,-2.16,-6.05,436,-0.99,0,NaN,-606.6,27.469,-0.838,5.84,0
2/14/2019,10:14:54,0,Default Site,-0.29,-1.18,699.6,-0.988,664.8,98.2,98.2,7.75,-98.3,-1.4,0.32,668.2,-2.15,-6.03,434,-0.79,0,NaN,-606.6,27.465,-0.832,5.84,0
2/14/2019,10:14:56,0,Default Site,-0.32,-1.28,699.2,-0.978,664.3,98.6,98.6,7.78,-101.9,-1.386,0.32,667.7,-2.16,-6.05,434,-0.88,0,NaN,-606.6,27.469,-0.819,5.84,0
2/14/2019,10:14:58,0,Default Site,-0.32,-1.27,699.2,-0.968,664.4,98.8,98.8,7.8,-103.4,-1.372,0.32,667.7,-2.15,-6.02,434,-0.89,0,NaN,-606.6,27.469,-0.81,5.84,0
2/14/2019,10:15:00,0,Default Site,-0.32,-1.26,698.9,-0.959,664.1,99,99,7.81,-104.1,-1.359,0.32,667.5,-2.17,-6.07,434,-0.75,0,NaN,-606.6,27.468,-0.853,5.84,0
2/14/2019,10:15:02,0,Default Site,-0.38,-1.51,699.1,-0.947,664.2,99.1,99.1,7.81,-104.3,-1.343,0.32,667.6,-2.17,-6.08,434,-0.76,0,NaN,-606.6,27.471,-0.814,5.84,0
2/14/2019,10:15:04,0,Default Site,-0.38,-1.5,698.8,-0.938,664,99.1,99.1,7.82,-104.7,-1.33,0.32,667.4,-2.14,-5.99,434,-0.89,0,NaN,-606.6,27.469,-0.839,5.84,0
2/14/2019,10:15:06,0,Default Site,-0.31,-1.23,698.9,-0.927,664.1,99.1,99.1,7.82,-105.2,-1.313,0.32,667.4,-2.21,-6.18,434,-0.84,0,NaN,-606.6,27.47,-0.825,5.84,0
2/14/2019,10:15:08,0,Default Site,-0.35,-1.4,698.7,-0.915,663.9,99.1,99.1,7.82,-105.4,-1.296,0.32,667.3,-2.2,-6.17,434,-0.85,0,NaN,-606.6,27.469,-0.755,5.84,0
