5/28/2015,15:45:04,0,LTK_052815_092159,0,5.7,0,7.92,-52.7,-41.4,-41.4,0.29,1.16,-0.13,-0.36,29.229,0.1,0.1,0,0.1,0,91.3,7,-1.309,-0.924,,,
5/28/2015,15:45:06,0,LTK_052815_092159,0,5.7,0,7.92,-52.9,-41,-41,0.32,1.29,-0.1,-0.28,29.219,0.1,0,0,0,0,91.2,6.99,-1.309,-0.924,,,
5/28/2015,15:45:08,0,LTK_052815_092159,0,5.7,0,7.93,-53,-40.6,-40.6,0.25,1,-0.25,-0.71,29.167,0.1,0.1,0,0.1,0,91.2,6.99,-1.309,-0.924,,,
5/28/2015,15:45:10,0,LTK_052815_092159,0,5.7,0,7.93,-53,-40.3,-40.3,0.29,1.17,-0.23,-0.65,29.135,0.1,0,0,0,0,91.2,7,-1.309,-0.924,,,
5/28/2015,15:45:12,0,LTK_052815_092159,0,5.7,0,7.93,-53.1,-40.2,-40.2,0.28,1.13,-0.14,-0.4,29.115,0.1,0,0,0,0,91.2,7,-1.309,-0.924,,,
5/28/2015,15:45:14,0,LTK_052815_092159,0,5.7,0,7.93,-53.2,-39.8,-39.8,0.24,0.94,-0.12,-0.32,29.094,0.1,0.1,0,0.1,0,91.2,7.01,-1.307,-0.923,,,
5/28/2015,15:45:16,0,LTK_052815_092159,0,5.7,0,7.93,-53,-39.6,-39.6,0.27,1.09,-0.16,-0.44,29.045,0,0,0,0,0,91.1,7,-1.309,-0.924,,,
5/28/2015,15:45:18,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-39.4,-39.4,0.27,1.1,-0.25,-0.69,29.029,0.1,0.1,0,0.1,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:45:20,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-39.5,-39.5,0.31,1.22,-0.13,-0.36,29.027,0.1,0.1,0,0.1,0,91.2,7.01,-1.308,-0.923,,,
5/28/2015,15:45:22,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-39.5,-39.5,0.28,1.12,-0.29,-0.81,29.023,0,0,0,0,0,91.2,7.01,-1.308,-0.924,,,
5/28/2015,15:45:24,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-40.2,-40.2,0.29,1.14,-0.23,-0.66,29.005,0,0,0,0,0,91.2,7.01,-1.309,-0.924,,,
5/28/2015,15:45:26,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-39.3,-39.3,0.24,0.98,-0.16,-0.44,28.946,0,0,0,0,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:45:28,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-39.3,-39.3,0.34,1.38,-0.2,-0.55,28.927,0.1,0.1,0,0.1,0,91.2,7.02,-1.309,-0.924,,,
5/28/2015,15:45:30,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-39.2,-39.2,0.29,1.15,-0.14,-0.39,28.922,0.1,0.1,0,0.1,0,91.2,7.02,-1.309,-0.924,,,
5/28/2015,15:45:32,0,LTK_052815_092159,0,5.7,0,7.92,-52.7,-39.2,-39.2,0.28,1.12,-0.09,-0.24,28.913,0,0,0,0,0,91.2,7.02,-1.309,-0.924,,,
5/28/2015,15:45:34,0,LTK_052815_092159,0,5.7,0,7.92,-52.9,-39.1,-39.1,0.3,1.2,-0.16,-0.44,28.903,0.1,0.1,0,0.1,0,91.2,7.03,-1.31,-0.925,,,
5/28/2015,15:45:36,0,LTK_052815_092159,0,5.7,0,7.93,-53.1,-39,-39,0.26,1.04,-0.23,-0.63,28.905,0,0,0,0,0,91.2,7.03,-1.309,-0.924,,,
5/28/2015,15:45:38,0,LTK_052815_092159,0,5.6,0,7.93,-53.1,-38.6,-38.6,0.29,1.17,-0.24,-0.68,28.898,0,0,0,0,0,91.2,7.02,-1.309,-0.924,,,
5/28/2015,15:45:40,0,LTK_052815_092159,0,5.6,0,7.93,-53,-38.6,-38.6,0.31,1.26,-0.17,-0.47,28.85,0.1,0,0,0,0,91,7.02,-1.309,-0.924,,,
5/28/2015,15:45:42,0,LTK_052815_092159,0,5.6,0,7.92,-52.7,-38,-38,0.27,1.06,-0.19,-0.52,28.86,0,0,0,0,0,91.2,7.03,-1.309,-0.924,,,
5/28/2015,15:45:44,0,LTK_052815_092159,0,5.6,0,7.92,-52.6,-38,-38,0.34,1.35,-0.11,-0.31,28.844,0.1,0.1,0,0.1,0,91.1,7.02,-1.31,-0.925,,,
5/28/2015,15:45:46,0,LTK_052815_092159,0,5.6,0,7.91,-52.3,-38.4,-38.4,0.3,1.19,-0.25,-0.69,28.819,0,0,0,0,0,91.1,7.03,-1.31,-0.925,,,
5/28/2015,15:45:48,0,LTK_052815_092159,0,5.7,0,7.91,-52.2,-38.8,-38.8,0.27,1.06,-0.17,-0.49,28.811,0,0,0,0,0,91.1,7.03,-1.309,-0.924,,,
5/28/2015,15:45:50,0,LTK_052815_092159,0,5.7,0,7.91,-52.2,-38.8,-38.8,0.3,1.19,-0.19,-0.55,28.826,0.1,0.1,0,0.1,0,91.1,7.03,-1.308,-0.923,,,
5/28/2015,15:45:52,0,LTK_052815_092159,0,5.7,0,7.91,-52.3,-38.2,-38.2,0.33,1.33,-0.1,-0.28,28.856,0,0,0,0,0,91.1,7.03,-1.308,-0.924,,,
5/28/2015,15:45:54,0,LTK_052815_092159,0,5.7,0,7.91,-52.3,-38.2,-38.2,0.26,1.04,-0.23,-0.65,28.874,0,0,0,0,0,91.1,7.03,-1.309,-0.924,,,
5/28/2015,15:45:56,0,LTK_052815_092159,0,5.7,0,7.92,-52.3,-38.3,-38.3,0.27,1.09,-0.12,-0.33,28.868,0.1,0,0,0,0,91.1,7.02,-1.309,-0.924,,,
5/28/2015,15:45:58,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-39.3,-39.3,0.24,0.96,-0.09,-0.25,28.884,0.1,0.1,0,0.1,0,91.1,7.02,-1.309,-0.924,,,
5/28/2015,15:46:00,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-38.2,-38.2,0.27,1.09,-0.12,-0.34,28.872,0.1,0.1,0,0.1,0,91,7.02,-1.309,-0.924,,,
5/28/2015,15:46:02,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-37.8,-37.8,0.29,1.14,-0.12,-0.34,28.897,0.1,0.1,0,0.1,0,91.1,7.03,-1.309,-0.924,,,
5/28/2015,15:46:04,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-37.8,-37.8,0.3,1.2,-0.14,-0.38,28.926,0.1,0.1,0,0.1,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:46:06,0,LTK_052815_092159,0,5.7,0,7.93,-53,-37.4,-37.4,0.24,0.95,-0.18,-0.5,28.944,0.1,0.1,0,0.1,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:46:08,0,LTK_052815_092159,0,5.7,0,7.93,-53,-37,-37,0.26,1.05,-0.12,-0.35,28.967,0.1,0,0,0,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:46:10,0,LTK_052815_092159,0,5.7,0,7.93,-53.2,-37.7,-37.7,0.29,1.17,-0.07,-0.2,28.983,0.1,0.1,0,0.1,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:46:12,0,LTK_052815_092159,0,5.7,0,7.93,-53.3,-37.4,-37.4,0.34,1.36,-0.17,-0.47,29.001,0.1,0,0,0,0,91.1,7.01,-1.309,-0.924,,,
5/28/2015,15:46:14,0,LTK_052815_092159,0,5.7,0,7.93,-53.4,-37,-37,0.29,1.16,-0.14,-0.39,29.011,0,0,0,0,0,91,7,-1.308,-0.924,,,
5/28/2015,15:46:16,0,LTK_052815_092159,0,5.7,0,7.93,-53.5,-36.5,-36.5,0.28,1.11,-0.16,-0.46,29.006,0,0,0,0,0,91.1,7,-1.31,-0.925,,,
5/28/2015,15:46:18,0,LTK_052815_092159,0,5.8,0,7.93,-53.2,-36.3,-36.3,0.32,1.28,-0.22,-0.61,28.993,0,0,0,0,0,91,7,-1.309,-0.924,,,
5/28/2015,15:46:20,0,LTK_052815_092159,0,5.8,0,7.93,-53.3,-36.3,-36.3,0.27,1.07,-0.13,-0.37,28.989,0.1,0.1,0,0.1,0,91,7,-1.308,-0.923,,,
5/28/2015,15:46:22,0,LTK_052815_092159,0,5.8,0,7.93,-53.1,-36.1,-36.1,0.31,1.25,-0.18,-0.51,28.997,0,0,0,0,0,91,7,-1.309,-0.924,,,
5/28/2015,15:46:24,0,LTK_052815_092159,0,5.8,0,7.92,-52.9,-34.3,-34.3,0.3,1.21,-0.19,-0.54,29.005,0,0,0,0,0,91,7,-1.31,-0.925,,,
5/28/2015,15:46:26,0,LTK_052815_092159,0,5.8,0,7.92,-52.8,-35.1,-35.1,0.35,1.4,-0.11,-0.3,28.993,0.1,0,0,0,0,90.9,6.99,-1.31,-0.925,,,
5/28/2015,15:46:28,0,LTK_052815_092159,0,5.7,0,7.93,-53,-36.1,-36.1,0.24,0.96,-0.19,-0.54,28.973,0.1,0,0,0,0,90.9,7,-1.309,-0.924,,,
5/28/2015,15:46:30,0,LTK_052815_092159,0,5.7,0,7.93,-53.2,-36.1,-36.1,0.26,1.02,-0.09,-0.25,28.964,0.1,0.1,0,0.1,0,91,7,-1.309,-0.924,,,
5/28/2015,15:46:32,0,LTK_052815_092159,0,5.7,0,7.93,-53.2,-35.9,-35.9,0.34,1.38,-0.11,-0.31,28.958,0.1,0,0,0,0,91,7.01,-1.31,-0.925,,,
5/28/2015,15:46:34,0,LTK_052815_092159,0,5.7,0,7.93,-53.4,-34.9,-34.9,0.24,0.97,-0.19,-0.53,28.969,0.1,0.1,0,0.1,0,91.1,7.01,-1.308,-0.924,,,
5/28/2015,15:46:36,0,LTK_052815_092159,0,5.7,0,7.94,-53.5,-34.6,-34.6,0.28,1.11,-0.15,-0.42,28.958,0.1,0.1,0,0.1,0,91,7,-1.309,-0.924,,,
5/28/2015,15:46:38,0,LTK_052815_092159,0,5.7,0,7.93,-53.5,-47.9,-47.9,0.24,0.97,-0.18,-0.5,28.946,0,0,0,0,0,91,7.01,-1.309,-0.924,,,
5/28/2015,15:46:40,0,LTK_052815_092159,0,5.7,0,7.93,-53.1,-32.3,-32.3,0.3,1.2,-0.06,-0.16,28.945,0.1,0.1,0,0.1,0,91,7.01,-1.309,-0.924,,,
5/28/2015,15:46:42,0,LTK_052815_092159,0,5.7,0,7.93,-53.1,-33.5,-33.5,0.26,1.02,-0.12,-0.34,28.908,0.1,0.1,0,0.1,0,90.9,7,-1.31,-0.925,,,
5/28/2015,15:46:44,0,LTK_052815_092159,0,5.7,0,7.92,-52.9,-34.3,-34.3,0.29,1.15,-0.33,-0.92,28.858,0.1,0,0,0,0,90.9,7.01,-1.311,-0.925,,,
5/28/2015,15:46:46,0,LTK_052815_092159,0,5.7,0,7.92,-52.6,-33.6,-33.6,0.3,1.21,-0.28,-0.79,28.848,0.1,0,0,0,0,90.7,6.99,-1.31,-0.925,,,
5/28/2015,15:46:48,0,LTK_052815_092159,0,5.7,0,7.92,-52.5,-33.3,-33.3,0.33,1.31,-0.17,-0.47,28.824,0.1,0.1,0,0.1,0,90.7,6.99,-1.309,-0.924,,,
5/28/2015,15:46:50,0,LTK_052815_092159,0,5.7,0,7.92,-52.7,-32.9,-32.9,0.28,1.11,-0.04,-0.11,28.748,0.1,0.1,0,0.1,0,90.8,7.01,-1.311,-0.926,,,
5/28/2015,15:46:52,0,LTK_052815_092159,0,5.7,0,7.92,-52.8,-32.1,-32.1,2.06,8.25,2.18,6.1,28.612,0,0,0,0,0,90.9,7.03,-1.31,-0.924,,,
5/28/2015,15:46:54,0,LTK_052815_092159,0,5.7,0,9.03,-118.4,-52.8,-52.8,1.34,5.35,-0.59,-1.64,27.75,659.8,625.7,0.3,622,407,88.3,6.85,-1.032,-0.728,,,
5/28/2015,15:46:56,0,LTK_052815_092159,0,5.7,0,9.09,-121.3,-48,-48,-0.38,-1.54,-2.18,-6.09,27.469,678.2,647.7,0.31,644.4,421,90.5,7.13,-0.538,-0.379,,,
5/28/2015,15:46:58,0,LTK_052815_092159,0,5.7,0,9.08,-120.6,-41.5,-41.5,-0.35,-1.41,-2.12,-5.95,27.449,678.5,648.2,0.31,645,421,91,7.18,-0.193,-0.136,,,
5/28/2015,15:47:00,0,LTK_052815_092159,0,5.7,0,9.07,-120.3,-34.1,-34.1,-0.38,-1.51,-2.19,-6.13,27.447,678.3,648,0.31,644.7,421,91.4,7.22,-0.225,-0.158,,,
5/28/2015,15:47:02,0,LTK_052815_092159,0,5.7,0,9.06,-119.6,-27.3,-27.3,-0.41,-1.65,-2.15,-6.02,27.44,677.8,647.6,0.31,644.4,421,91.7,7.24,-0.233,-0.164,,,
5/28/2015,15:47:04,0,LTK_052815_092159,0,5.7,0,9.05,-119.2,-22.1,-22.1,-0.34,-1.34,-2.1,-5.88,27.432,677.8,647.7,0.31,644.5,421,91.8,7.25,-0.164,-0.115,,,
5/28/2015,15:47:06,0,LTK_052815_092159,0,5.7,0,9.05,-119,-17.8,-17.8,-0.2,-0.82,-2.22,-6.23,27.432,677.5,647.4,0.31,644.2,421,91.9,7.25,-0.175,-0.123,,,
5/28/2015,15:47:08,0,LTK_052815_092159,0,5.7,0,9.04,-118.4,-14,-14,-0.33,-1.33,-2.13,-5.98,27.427,678.3,648.3,0.31,645,421,91.8,7.25,0.788,0.556,,,
5/28/2015,15:47:10,0,LTK_052815_092159,0,5.7,0,9.04,-118.4,-10.8,-10.8,-0.4,-1.59,-2.22,-6.21,27.392,679.5,649.8,0.31,646.6,422,91.7,7.24,2.035,1.436,,,
5/28/2015,15:47:12,0,LTK_052815_092159,0,5.7,0,9.04,-118.3,-7.8,-7.8,-0.38,-1.53,-2.15,-6.03,27.361,680.8,651.4,0.31,648.2,423,91.5,7.23,3.752,2.647,,,
5/28/2015,15:47:14,0,LTK_052815_092159,0,5.7,0,9.04,-118.1,-5.2,-5.2,-0.37,-1.5,-2.16,-6.06,27.337,683.1,653.9,0.32,650.8,425,91.4,7.23,4.606,3.249,,,
5/28/2015,15:47:16,0,LTK_052815_092159,0,5.7,0,9.03,-117.7,-2.5,-2.5,-0.4,-1.59,-2.11,-5.9,27.322,683.6,654.5,0.32,651.4,425,91.4,7.23,5.035,3.552,,,
5/28/2015,15:47:18,0,LTK_052815_092159,0,5.7,0,9.03,-117.6,-0.2,-0.2,-0.37,-1.46,-2.1,-5.88,27.312,684.1,655.1,0.32,652,426,91.3,7.22,5.64,3.979,,,
5/28/2015,15:47:20,0,LTK_052815_092159,0,5.7,0,9.02,-117.1,2.1,2.1,-0.4,-1.59,-2.23,-6.24,27.309,684.3,655.4,0.32,652.3,426,91.2,7.22,5.914,4.172,,,
5/28/2015,15:47:22,0,LTK_052815_092159,0,5.7,0,9.01,-116.6,4.3,4.3,-0.31,-1.23,-2.15,-6.02,27.302,696,666.7,0.32,663.6,433,91,7.2,10.403,7.339,,,
5/28/2015,15:47:24,0,LTK_052815_092159,0,5.7,0,9.01,-116.6,6,6,-0.36,-1.43,-2.17,-6.07,27.283,692.7,663.8,0.32,660.7,431,90.9,7.19,10.71,7.555,,,
5/28/2015,15:47:26,0,LTK_052815_092159,0,5.7,0,9.01,-116.8,7.5,7.5,-0.34,-1.35,-2.15,-6.03,27.277,692.5,663.6,0.32,660.5,431,90.8,7.19,11.073,7.811,,,
5/28/2015,15:47:28,0,LTK_052815_092159,0,5.8,0,9.01,-116.6,9,9,-0.34,-1.34,-2.15,-6.01,27.272,692.5,663.7,0.32,660.6,431,90.7,7.18,12.438,8.774,,,
5/28/2015,15:47:30,0,LTK_052815_092159,0,5.8,0,9.01,-116.6,10.5,10.5,-0.38,-1.54,-2.23,-6.23,27.267,692.8,664,0.32,660.9,432,90.6,7.18,14.648,10.333,,,
5/28/2015,15:47:32,0,LTK_052815_092159,0,5.8,0,9.01,-116.5,11.9,11.9,-0.32,-1.3,-2.2,-6.15,27.26,693.1,664.4,0.32,661.3,432,90.5,7.17,16.358,11.54,,,
5/28/2015,15:47:34,0,LTK_052815_092159,0,5.8,0,9.01,-116.4,13.1,13.1,-0.3,-1.2,-2.18,-6.12,27.254,693.4,664.8,0.32,661.7,432,90.4,7.16,16.978,11.977,,,
5/28/2015,15:47:36,0,LTK_052815_092159,0,5.8,0,9.01,-116.3,14.5,14.5,-0.29,-1.18,-2.09,-5.85,27.247,693.9,665.3,0.32,662.3,432,90.3,7.15,18.786,13.252,,,
5/28/2015,15:47:38,0,LTK_052815_092159,0,5.8,0,9.01,-116.6,15.3,15.3,-0.34,-1.38,-2.19,-6.13,27.245,693.7,665.2,0.32,662.2,432,90.2,7.14,18.823,13.278,,,
5/28/2015,15:47:40,0,LTK_052815_092159,0,5.8,0,9.01,-116.8,16.3,16.3,-0.37,-1.5,-2.14,-5.98,27.244,693.7,665.2,0.32,662.1,432,90.2,7.14,18.876,13.315,,,
5/28/2015,15:47:42,0,LTK_052815_092159,0,5.8,0,9.02,-116.8,17.2,17.2,-0.34,-1.36,-2.2,-6.16,27.243,693.7,665.2,0.32,662.2,432,90.2,7.14,18.819,13.275,,,
5/28/2015,15:47:44,0,LTK_052815_092159,0,5.8,0,9.02,-116.8,18.1,18.1,-0.3,-1.22,-2.16,-6.06,27.242,693.7,665.2,0.32,662.2,432,90.1,7.14,18.836,13.287,,,
5/28/2015,15:47:46,0,LTK_052815_092159,0,5.8,0,9.01,-116.7,19.3,19.3,-0.35,-1.42,-2.14,-5.99,27.242,693.9,665.5,0.32,662.4,433,90,7.13,19.589,13.818,,,
5/28/2015,15:47:48,0,LTK_052815_092159,0,5.8,0,9.01,-116.8,20.1,20.1,-0.34,-1.36,-2.24,-6.27,27.241,694.1,665.6,0.32,662.5,433,90.1,7.13,19.876,14.021,,,
5/28/2015,15:47:50,0,LTK_052815_092159,0,5.8,0,9.01,-116.5,21.4,21.4,-0.32,-1.27,-2.15,-6.02,27.239,694.1,665.6,0.32,662.6,433,89.9,7.12,20.806,14.677,,,
5/28/2015,15:47:52,0,LTK_052815_092159,0,5.8,0,9.01,-116.5,22.2,22.2,-0.31,-1.24,-2.16,-6.05,27.236,694.5,666,0.32,663,433,89.8,7.11,21.245,14.986,,,
5/28/2015,15:47:54,0,LTK_052815_092159,0,5.8,0,9.01,-116.3,23.3,23.3,-0.29,-1.14,-2.17,-6.08,27.237,694.4,665.9,0.32,662.9,433,89.7,7.11,22.249,15.695,,,
5/28/2015,15:47:56,0,LTK_052815_092159,0,5.8,0,9,-116.1,24.2,24.2,-0.29,-1.14,-2.14,-5.99,27.236,694.4,666,0.32,663,433,89.7,7.11,23.184,16.354,,,
