5/28/2015,15:47:58,0,LTK_052815_092159,0,5.8,0,9,-116.1,25,25,-0.33,-1.33,-2.27,-6.35,27.234,694.6,666.2,0.32,663.2,433,89.6,7.1,23.946,16.892,,,
5/28/2015,15:48:00,0,LTK_052815_092159,0,5.8,0,9,-116,25.8,25.8,-0.28,-1.11,-2.06,-5.77,27.233,694.7,666.3,0.32,663.2,433,89.6,7.1,24.589,17.345,,,
5/28/2015,15:48:02,0,LTK_052815_092159,0,5.8,0,9,-116.1,26.5,26.5,-0.32,-1.28,-2.13,-5.96,27.231,694.9,666.5,0.32,663.5,433,89.5,7.09,25.313,17.856,,,
5/28/2015,15:48:04,0,LTK_052815_092159,0,5.8,0,9,-116.1,27.2,27.2,-0.34,-1.37,-2.19,-6.14,27.231,695,666.6,0.32,663.5,433,89.4,7.08,25.97,18.319,,,
5/28/2015,15:48:06,0,LTK_052815_092159,0,5.8,0,9,-116.1,28,28,-0.27,-1.09,-2.17,-6.08,27.23,694.8,666.4,0.32,663.4,433,89.4,7.08,26.274,18.534,,,
5/28/2015,15:48:08,0,LTK_052815_092159,0,5.8,0,9,-116,28.7,28.7,-0.29,-1.16,-2.19,-6.12,27.229,695,666.7,0.32,663.6,433,89.3,7.08,27.024,19.063,,,
5/28/2015,15:48:10,0,LTK_052815_092159,0,5.8,0,9,-115.8,29.6,29.6,-0.3,-1.19,-2.18,-6.11,27.229,695.3,666.9,0.32,663.9,433,89.2,7.07,28.072,19.802,,,
5/28/2015,15:48:12,0,LTK_052815_092159,0,5.8,0,9,-115.7,30.4,30.4,-0.27,-1.07,-2.19,-6.12,27.226,695.3,667,0.32,664,434,89.1,7.06,29.549,20.844,,,
5/28/2015,15:48:14,0,LTK_052815_092159,0,5.8,0,8.99,-115.5,31.3,31.3,-0.24,-0.95,-2.14,-5.98,27.224,695.4,667.1,0.32,664.1,434,89.1,7.06,31.196,22.005,,,
5/28/2015,15:48:16,0,LTK_052815_092159,0,5.8,0,8.99,-115.3,32,32,-0.29,-1.14,-2.23,-6.24,27.221,695.7,667.4,0.32,664.4,434,88.9,7.04,33.197,23.417,,,
5/28/2015,15:48:18,0,LTK_052815_092159,0,5.8,0,8.99,-115.1,32.9,32.9,-0.26,-1.04,-2.17,-6.08,27.217,696,667.7,0.32,664.7,434,88.7,7.03,34.864,24.593,,,
5/28/2015,15:48:20,0,LTK_052815_092159,0,5.8,0,8.99,-115,33.6,33.6,-0.27,-1.09,-2.1,-5.88,27.216,695.8,667.5,0.32,664.5,434,88.6,7.02,36.374,25.658,,,
5/28/2015,15:48:22,0,LTK_052815_092159,0,5.8,0,8.98,-114.9,34.2,34.2,-0.3,-1.19,-2.14,-5.99,27.21,695.7,667.5,0.32,664.5,434,88.5,7.01,38.31,27.023,,,
5/28/2015,15:48:24,0,LTK_052815_092159,0,5.8,0,8.98,-114.9,34.8,34.8,-0.21,-0.84,-2.17,-6.07,27.205,695.9,667.8,0.32,664.8,434,88.3,7,39.24,27.679,,,
5/28/2015,15:48:26,0,LTK_052815_092159,0,5.8,0,8.98,-114.7,35.5,35.5,-0.31,-1.25,-2.16,-6.06,27.201,696,667.9,0.32,664.9,434,88.1,6.99,40.809,28.786,,,
5/28/2015,15:48:28,0,LTK_052815_092159,0,5.8,0,8.98,-114.7,36,36,-0.28,-1.13,-2.04,-5.71,27.2,696,668,0.32,665,434,87.9,6.97,42.053,29.663,,,
5/28/2015,15:48:30,0,LTK_052815_092159,0,5.8,0,8.98,-114.8,36.5,36.5,-0.32,-1.29,-2.07,-5.8,27.198,696.2,668.2,0.32,665.2,434,87.9,6.96,42.942,30.291,,,
5/28/2015,15:48:32,0,LTK_052815_092159,0,5.8,0,8.98,-114.7,37.1,37.1,-0.3,-1.21,-2.13,-5.96,27.196,695.9,667.9,0.32,664.9,434,87.6,6.94,45.419,32.037,,,
5/28/2015,15:48:34,0,LTK_052815_092159,0,5.8,0,8.98,-114.6,37.7,37.7,-0.32,-1.26,-2.09,-5.86,27.196,696.3,668.3,0.32,665.3,434,87.4,6.93,47.852,33.754,,,
5/28/2015,15:48:36,0,LTK_052815_092159,0,5.8,0,8.98,-114.7,38.2,38.2,-0.29,-1.18,-2.16,-6.04,27.195,696.3,668.2,0.32,665.3,434,87.3,6.92,47.906,33.792,,,
5/28/2015,15:48:38,0,LTK_052815_092159,0,5.8,0,8.98,-114.5,38.9,38.9,-0.32,-1.29,-2.1,-5.88,27.191,696.2,668.2,0.32,665.2,434,87.2,6.91,51.162,36.088,,,
5/28/2015,15:48:40,0,LTK_052815_092159,0,5.8,0,8.97,-114.4,39.4,39.4,-0.27,-1.09,-2.14,-5.99,27.185,696.2,668.3,0.32,665.3,434,87.1,6.9,53.75,37.914,,,
5/28/2015,15:48:42,0,LTK_052815_092159,0,5.8,0,8.97,-114.2,40,40,-0.31,-1.23,-2.1,-5.88,27.175,696.1,668.3,0.32,665.4,434,86.9,6.89,55.54,39.176,,,
5/28/2015,15:48:44,0,LTK_052815_092159,0,5.8,0,8.97,-114.1,40.6,40.6,-0.33,-1.34,-2.08,-5.83,27.167,696,668.3,0.32,665.4,434,86.6,6.87,57.328,40.437,,,
5/28/2015,15:48:46,0,LTK_052815_092159,0,5.8,0,8.97,-114.1,41,41,-0.33,-1.3,-2.15,-6.03,27.165,695.7,668,0.32,665.1,434,86.3,6.85,59.088,41.678,,,
5/28/2015,15:48:48,0,LTK_052815_092159,0,5.8,0,8.97,-114,41.5,41.5,-0.3,-1.18,-2.14,-5.98,27.158,695.7,668.1,0.32,665.2,434,86.1,6.83,60.663,42.789,,,
5/28/2015,15:48:50,0,LTK_052815_092159,0,5.8,0,8.97,-113.9,42,42,-0.32,-1.29,-2.14,-5.98,27.138,695.6,668.3,0.32,665.4,434,85.8,6.8,62.441,44.043,,,
5/28/2015,15:48:52,0,LTK_052815_092159,0,5.8,0,8.96,-113.7,42.5,42.5,-0.3,-1.18,-2.17,-6.06,27.085,695.9,669.1,0.32,666.3,435,85,6.75,62.782,44.283,,,
5/28/2015,15:48:54,0,LTK_052815_092159,0,5.8,0,8.95,-113,43.1,43.1,-0.3,-1.21,-2.07,-5.8,27.012,695.5,669.7,0.32,667,435,83.4,6.63,63.15,44.541,,,
5/28/2015,15:48:56,0,LTK_052815_092159,0,5.8,0,8.94,-112.5,43.6,43.6,-0.25,-1.01,-2.15,-6.02,26.954,695.1,670,0.32,667.4,436,81.5,6.48,63.991,45.134,,,
5/28/2015,15:48:58,0,LTK_052815_092159,0,5.8,0,8.94,-112.4,44.1,44.1,-0.24,-0.96,-2.11,-5.9,26.913,694.9,670.3,0.32,667.7,436,80,6.37,66.393,46.827,,,
5/28/2015,15:49:00,0,LTK_052815_092159,0,5.8,0,8.94,-112.2,44.5,44.5,-0.31,-1.26,-2.14,-6,26.876,693.9,669.8,0.32,667.3,435,78.9,6.29,67.858,47.859,,,
5/28/2015,15:49:02,0,LTK_052815_092159,0,5.8,0,8.93,-111.9,45,45,-0.31,-1.23,-2.19,-6.13,26.821,692.9,669.6,0.32,667.1,435,77.7,6.2,70.445,49.683,,,
5/28/2015,15:49:04,0,LTK_052815_092159,0,5.8,0,8.93,-111.7,45.4,45.4,-0.29,-1.14,-2.22,-6.22,26.787,693.1,670.2,0.32,667.7,436,76.5,6.11,71.681,50.554,,,
5/28/2015,15:49:06,0,LTK_052815_092159,0,5.8,0,8.93,-111.4,45.9,45.9,-0.36,-1.44,-2.19,-6.13,26.74,693.7,671.3,0.32,669,436,75.5,6.03,72.93,51.434,,,
5/28/2015,15:49:08,0,LTK_052815_092159,0,5.8,0,8.92,-111.3,46.4,46.4,-0.31,-1.25,-2.1,-5.89,26.721,694.1,672,0.32,669.6,437,74.5,5.96,74.897,52.821,,,
5/28/2015,15:49:10,0,LTK_052815_092159,0,5.8,0,8.92,-111.2,46.7,46.7,-0.34,-1.34,-2.16,-6.04,26.708,694.4,672.5,0.32,670.1,437,73.8,5.9,76.634,54.046,,,
5/28/2015,15:49:12,0,LTK_052815_092159,0,5.8,0,8.92,-111.2,47.1,47.1,-0.34,-1.35,-2.16,-6.04,26.698,694.6,672.8,0.33,670.4,437,73.4,5.87,78.03,55.03,,,
5/28/2015,15:49:14,0,LTK_052815_092159,0,5.8,0,8.92,-111.1,47.4,47.4,-0.34,-1.34,-2.13,-5.96,26.683,694.6,673,0.33,670.7,437,73,5.84,79.223,55.871,,,
5/28/2015,15:49:16,0,LTK_052815_092159,0,5.8,0,8.92,-111,47.8,47.8,-0.25,-0.99,-2.13,-5.96,26.667,694.4,672.9,0.33,670.7,437,72.5,5.8,80.515,56.782,,,
5/28/2015,15:49:18,0,LTK_052815_092159,0,5.8,0,8.91,-110.7,48.2,48.2,-0.31,-1.23,-2.11,-5.9,26.634,694.6,673.6,0.33,671.4,438,71.7,5.74,81.658,57.587,,,
5/28/2015,15:49:20,0,LTK_052815_092159,0,5.8,0,8.91,-110.5,48.6,48.6,-0.28,-1.11,-2.08,-5.83,26.606,695,674.3,0.33,672.1,438,70.6,5.66,82.708,58.327,,,
5/28/2015,15:49:22,0,LTK_052815_092159,0,5.8,0,8.91,-110.3,48.9,48.9,-0.29,-1.15,-2.09,-5.84,26.589,695,674.5,0.33,672.4,438,69.7,5.59,83.922,59.183,,,
5/28/2015,15:49:24,0,LTK_052815_092159,0,5.8,0,8.9,-110,49.3,49.3,-0.27,-1.08,-2.1,-5.89,26.557,694.8,674.7,0.33,672.6,439,68.7,5.51,85.611,60.374,,,
5/28/2015,15:49:26,0,LTK_052815_092159,0,5.8,0,8.9,-109.9,49.6,49.6,-0.24,-0.94,-2.15,-6.01,26.536,694.3,674.5,0.33,672.4,438,67.7,5.43,87.088,61.414,,,
5/28/2015,15:49:28,0,LTK_052815_092159,0,5.8,0,8.9,-109.8,49.9,49.9,-0.24,-0.96,-2.17,-6.09,26.526,694.3,674.7,0.33,672.6,439,66.9,5.36,88.55,62.445,,,
5/28/2015,15:49:30,0,LTK_052815_092159,0,5.8,0,8.9,-109.7,50.2,50.2,-0.27,-1.06,-2.1,-5.88,26.496,694.7,675.4,0.33,673.3,439,66.2,5.31,89.971,63.447,,,
5/28/2015,15:49:32,0,LTK_052815_092159,0,5.8,0,8.9,-109.6,50.5,50.5,-0.25,-1,-2.16,-6.04,26.466,694.3,675.4,0.33,673.4,439,65.6,5.26,90.668,63.937,,,
5/28/2015,15:49:34,0,LTK_052815_092159,0,5.8,0,8.9,-109.6,50.7,50.7,-0.28,-1.1,-2.13,-5.97,26.451,694.4,675.7,0.33,673.7,439,65,5.22,90.659,63.931,,,
5/28/2015,15:49:36,0,LTK_052815_092159,0,5.8,0,8.9,-109.6,50.9,50.9,-0.28,-1.13,-2.14,-6,26.43,694.1,675.7,0.33,673.7,439,64.5,5.18,90.788,64.022,,,
5/28/2015,15:49:38,0,LTK_052815_092159,0,5.8,0,8.9,-109.4,51.3,51.3,-0.31,-1.24,-2.1,-5.89,26.414,694.1,675.9,0.33,674,439,64,5.15,91.59,64.586,,,
5/28/2015,15:49:40,0,LTK_052815_092159,0,5.8,0,8.89,-109.3,51.7,51.7,-0.28,-1.13,-2.03,-5.69,26.392,693.6,675.6,0.33,673.7,439,63.6,5.11,93.619,66.017,,,
5/28/2015,15:49:42,0,LTK_052815_092159,0,5.8,0,8.89,-108.9,52,52,-0.31,-1.22,-2.14,-6,26.338,693.3,676,0.33,674.2,439,63,5.07,95.7,67.483,,,
5/28/2015,15:49:44,0,LTK_052815_092159,0,5.8,0,8.88,-108.6,52.5,52.5,-0.28,-1.14,-2.12,-5.94,26.268,693,676.6,0.33,674.9,440,62,4.99,97.481,68.738,,,
5/28/2015,15:49:46,0,LTK_052815_092159,0,5.8,0,8.88,-108.4,52.8,52.8,-0.28,-1.11,-2.14,-6,26.209,692.4,676.7,0.33,675.1,440,61,4.92,99.17,69.927,,,
5/28/2015,15:49:48,0,LTK_052815_092159,0,5.8,0,8.88,-108.2,53,53,-0.28,-1.13,-2.09,-5.84,26.174,692.2,677,0.33,675.4,440,60.1,4.85,100.811,71.083,,,
5/28/2015,15:49:50,0,LTK_052815_092159,0,5.8,0,8.87,-107.9,53.5,53.5,-0.29,-1.18,-2.13,-5.98,26.117,691.7,677.2,0.33,675.7,440,59.2,4.78,102.409,72.209,,,
5/28/2015,15:49:52,0,LTK_052815_092159,0,5.8,0,8.87,-107.6,53.8,53.8,-0.26,-1.03,-2.17,-6.08,26.039,691.4,677.9,0.33,676.5,441,58.2,4.71,103.963,73.304,,,
5/28/2015,15:49:54,0,LTK_052815_092159,0,5.8,0,8.86,-107.4,54,54,-0.23,-0.92,-2.11,-5.91,26.007,691.3,678.2,0.33,676.9,441,57.2,4.63,104.722,73.837,,,
5/28/2015,15:49:56,0,LTK_052815_092159,0,5.8,0,8.86,-107.3,54.3,54.3,-0.26,-1.04,-2.11,-5.92,25.979,691.2,678.5,0.33,677.1,441,56.4,4.57,105.655,74.495,,,
5/28/2015,15:49:58,0,LTK_052815_092159,0,5.8,0,8.86,-107.1,54.6,54.6,-0.27,-1.1,-2.13,-5.96,25.95,691.1,678.7,0.33,677.4,441,55.6,4.51,106.881,75.358,,,
5/28/2015,15:50:00,0,LTK_052815_092159,0,5.8,0,8.86,-107,54.8,54.8,-0.26,-1.06,-2.19,-6.14,25.93,691.1,679,0.33,677.7,441,55,4.45,107.814,76.016,,,
5/28/2015,15:50:02,0,LTK_052815_092159,0,5.8,0,8.83,-105.6,55.6,55.6,-0.29,-1.18,-2.2,-6.16,25.753,689.8,679.8,0.33,678.8,442,53.3,4.33,109.268,77.038,,,
5/28/2015,15:50:04,0,LTK_052815_092159,0,5.8,0,8.83,-105.2,55.7,55.7,-0.34,-1.36,-2.16,-6.05,25.622,689.1,681,0.33,680.1,443,50.8,4.14,109.827,77.429,,,
5/28/2015,15:50:06,0,LTK_052815_092159,0,5.8,0,8.83,-105.1,55.9,55.9,-0.32,-1.27,-2.11,-5.91,25.578,689.1,681.5,0.33,680.7,443,49,3.99,110.196,77.687,,,
5/28/2015,15:50:08,0,LTK_052815_092159,0,5.8,0,8.82,-104.9,56.1,56.1,-0.3,-1.18,-2.16,-6.05,25.553,688.9,681.7,0.33,681,443,47.5,3.88,110.33,77.781,,,
5/28/2015,15:50:10,0,LTK_052815_092159,0,5.8,0,8.81,-104.3,56.5,56.5,-0.29,-1.18,-2.16,-6.06,25.479,688,681.7,0.33,681.1,443,45.9,3.75,110.829,78.132,,,
5/28/2015,15:50:12,0,LTK_052815_092159,0,5.8,0,8.8,-103.4,56.9,56.9,-0.33,-1.32,-2.16,-6.04,25.331,687.2,682.9,0.33,682.4,444,43.7,3.58,112.539,79.334,,,
5/28/2015,15:50:14,0,LTK_052815_092159,0,5.8,0,8.79,-102.6,57.3,57.3,-0.32,-1.28,-2.23,-6.25,25.225,686.3,683.3,0.33,683,444,41.2,3.38,114.42,80.658,,,
5/28/2015,15:50:16,0,LTK_052815_092159,0,5.8,0,8.78,-102,57.5,57.5,-0.36,-1.46,-2.18,-6.11,25.146,685.8,683.9,0.33,683.7,445,38.6,3.17,115.871,81.678,,,
5/28/2015,15:50:18,0,LTK_052815_092159,0,5.7,0,8.77,-101.6,57.8,57.8,-0.37,-1.47,-2.1,-5.89,25.106,685.8,684.4,0.33,684.2,445,36.3,2.99,116.846,82.364,,,
5/28/2015,15:50:20,0,LTK_052815_092159,0,5.7,0,8.77,-101.4,57.9,57.9,-0.35,-1.41,-2.04,-5.71,25.086,685.4,684.3,0.33,684.1,445,34.5,2.84,117.969,83.155,,,
5/28/2015,15:50:22,0,LTK_052815_092159,0,5.7,0,8.76,-101.1,58.1,58.1,-0.36,-1.43,-2.11,-5.9,25.061,685.2,684.4,0.33,684.3,445,33,2.72,120.067,84.633,,,
5/28/2015,15:50:24,0,LTK_052815_092159,0,5.7,0,8.75,-100.5,58.3,58.3,-0.34,-1.35,-2.09,-5.85,25.005,685.3,685.2,0.33,685.2,445,31.4,2.59,121.52,85.656,,,
5/28/2015,15:50:26,0,LTK_052815_092159,0,5.7,0,8.75,-100.2,58.5,58.5,-0.35,-1.41,-2.15,-6.02,24.979,684.8,685,0.33,685.1,445,29.9,2.47,122.476,86.33,,,
5/28/2015,15:50:28,0,LTK_052815_092159,0,5.8,0,8.73,-99.5,58.7,58.7,-0.34,-1.34,-2.13,-5.96,24.922,684.7,685.7,0.33,685.8,446,28,2.31,124.1,87.472,,,
5/28/2015,15:50:30,0,LTK_052815_092159,0,5.8,0,8.73,-99.1,58.8,58.8,-0.33,-1.33,-2.07,-5.79,24.885,684.6,686.2,0.33,686.3,446,26.2,2.17,125.9,88.74,,,
5/28/2015,15:50:32,0,LTK_052815_092159,0,5.8,0,8.72,-98.9,58.9,58.9,-0.36,-1.45,-2.09,-5.85,24.857,684.7,686.6,0.33,686.8,446,24.6,2.04,127.832,90.101,,,
5/28/2015,15:50:34,0,LTK_052815_092159,0,5.8,0,8.72,-98.8,58.8,58.8,-0.32,-1.29,-2.16,-6.06,24.846,684.3,686.3,0.33,686.5,446,23.4,1.94,127.862,90.122,,,
5/28/2015,15:50:36,0,LTK_052815_092159,0,5.8,0,8.72,-98.7,58.8,58.8,-0.4,-1.6,-2.13,-5.96,24.844,684.2,686.3,0.33,686.5,446,22.6,1.87,128.053,90.256,,,
5/28/2015,15:50:38,0,LTK_052815_092159,0,5.7,0,8.72,-98.6,58.9,58.9,-0.36,-1.43,-2.11,-5.92,24.836,684.1,686.3,0.33,686.5,446,21.9,1.81,129.434,91.23,,,
5/28/2015,15:50:40,0,LTK_052815_092159,0,5.7,0,8.72,-98.5,58.9,58.9,-0.3,-1.21,-2.17,-6.07,24.834,684.1,686.3,0.33,686.5,446,21.2,1.76,130.836,92.218,,,
5/28/2015,15:50:42,0,LTK_052815_092159,0,5.7,0,8.72,-98.4,58.9,58.9,-0.35,-1.42,-2.14,-6.01,24.832,684.3,686.5,0.33,686.8,446,20.7,1.71,132.585,93.45,,,
5/28/2015,15:50:44,0,LTK_052815_092159,0,5.7,0,8.71,-98.2,59,59,-0.34,-1.36,-2.12,-5.94,24.82,684.6,686.9,0.33,687.2,447,20.2,1.67,134.362,94.702,,,
5/28/2015,15:50:46,0,LTK_052815_092159,0,5.8,0,8.7,-97.7,59.1,59.1,-0.36,-1.43,-2.12,-5.94,24.787,684.1,686.9,0.33,687.2,446,19.1,1.58,135.795,95.711,,,
5/28/2015,15:50:48,0,LTK_052815_092159,0,5.8,0,8.7,-97.7,59,59,-0.35,-1.38,-2.17,-6.07,24.786,684.1,686.9,0.33,687.2,446,18.1,1.5,135.94,95.813,,,
5/28/2015,15:50:50,0,LTK_052815_092159,0,5.8,0,8.7,-97.6,59,59,-0.39,-1.55,-2.05,-5.73,24.787,683.8,686.6,0.33,686.9,446,17.5,1.45,135.929,95.806,,,
5/28/2015,15:50:52,0,LTK_052815_092159,0,5.8,0,8.7,-97.4,59,59,-0.4,-1.62,-2.08,-5.81,24.767,684.1,687.2,0.33,687.5,447,16.8,1.39,137.691,97.047,,,
5/28/2015,15:50:54,0,LTK_052815_092159,0,5.8,0,8.69,-97.1,59.1,59.1,-0.37,-1.46,-2.16,-6.04,24.742,683.8,687.2,0.33,687.5,447,15.9,1.32,139.501,98.321,,,
5/28/2015,15:50:56,0,LTK_052815_092159,0,5.8,0,8.69,-97,59,59,-0.39,-1.57,-2.12,-5.93,24.737,683.9,687.4,0.33,687.7,447,15.3,1.27,141.17,99.497,,,
5/28/2015,15:50:58,0,LTK_052815_092159,0,5.8,0,8.69,-96.9,59,59,-0.33,-1.31,-2.11,-5.91,24.727,683.7,687.3,0.33,687.6,447,14.7,1.21,142.951,100.752,,,
5/28/2015,15:51:00,0,LTK_052815_092159,0,5.8,0,8.69,-96.7,59,59,-0.34,-1.36,-2.14,-5.99,24.718,683.7,687.4,0.33,687.8,447,14.1,1.17,144.958,102.166,,,
5/28/2015,15:51:02,0,LTK_052815_092159,0,5.8,0,8.68,-96.4,59.1,59.1,-0.35,-1.38,-2.1,-5.88,24.706,683.8,687.6,0.33,688,447,13.5,1.12,147.126,103.693,,,
5/28/2015,15:51:04,0,LTK_052815_092159,0,5.8,0,8.68,-96.2,59,59,-0.35,-1.38,-2.08,-5.83,24.683,683.6,687.7,0.33,688.2,447,12.7,1.05,147.973,104.289,,,
5/28/2015,15:51:06,0,LTK_052815_092159,0,5.8,0,8.68,-96,59,59,-0.4,-1.59,-2.08,-5.84,24.667,683.6,688,0.33,688.4,447,11.8,0.98,148.739,104.828,,,
5/28/2015,15:51:08,0,LTK_052815_092159,0,5.8,0,8.67,-95.5,59.1,59.1,-0.34,-1.34,-2.13,-5.97,24.636,683.4,688.2,0.33,688.7,447,10.9,0.9,150.164,105.832,,,
5/28/2015,15:51:10,0,LTK_052815_092159,0,5.8,0,8.66,-95.2,59.1,59.1,-0.41,-1.63,-2.11,-5.91,24.608,683.4,688.5,0.33,689.1,448,9.6,0.8,151.68,106.899,,,
5/28/2015,15:51:12,0,LTK_052815_092159,0,5.8,0,8.65,-94.7,59.1,59.1,-0.4,-1.59,-2.15,-6.01,24.564,683,688.8,0.33,689.3,448,8.5,0.71,152.878,107.743,,,
5/28/2015,15:51:14,0,LTK_052815_092159,0,5.8,0,8.65,-94.4,59,59,-0.41,-1.63,-2.05,-5.74,24.532,682.9,689.1,0.33,689.7,448,7.4,0.61,154.085,108.592,,,
5/28/2015,15:51:16,0,LTK_052815_092159,0,5.8,0,8.65,-94.2,58.9,58.9,-0.33,-1.33,-2.1,-5.88,24.504,682.5,689,0.33,689.7,448,6.4,0.53,155.391,109.511,,,
5/28/2015,15:51:18,0,LTK_052815_092159,0,5.8,0,8.65,-94.2,58.7,58.7,-0.36,-1.43,-2.11,-5.91,24.493,682.6,689.3,0.33,690,448,5.7,0.47,156.305,110.155,,,
5/28/2015,15:51:20,0,LTK_052815_092159,0,5.8,0,8.65,-94.3,58.3,58.3,-0.38,-1.52,-2.12,-5.92,24.491,682.4,689.1,0.33,689.8,448,5.1,0.42,156.746,110.465,,,
5/28/2015,15:51:22,0,LTK_052815_092159,0,5.8,0,8.66,-94.8,57.7,57.7,-0.37,-1.47,-2.2,-6.15,24.474,682.6,689.6,0.33,690.3,448,4.6,0.38,158.131,111.441,,,
5/28/2015,15:51:24,0,LTK_052815_092159,0,5.8,0,8.64,-94.1,58.2,58.2,-0.39,-1.57,-2.14,-5.98,24.462,682.5,689.5,0.33,690.3,448,4.1,0.35,159.682,112.533,,,
5/28/2015,15:51:26,0,LTK_052815_092159,0,5.8,0,8.64,-93.9,58.2,58.2,-0.36,-1.43,-2.18,-6.1,24.455,682.1,689.3,0.33,690,448,3.8,0.31,160.73,113.271,,,
5/28/2015,15:51:28,0,LTK_052815_092159,0,5.8,0,8.64,-93.9,58,58,-0.41,-1.64,-2.12,-5.93,24.451,682.2,689.4,0.33,690.1,448,3.5,0.29,160.973,113.443,,,
5/28/2015,15:51:30,0,LTK_052815_092159,0,5.8,0,8.64,-93.9,57.9,57.9,-0.35,-1.42,-2.17,-6.08,24.447,682,689.3,0.33,690,448,3.3,0.28,160.929,113.412,,,
5/28/2015,15:51:32,0,LTK_052815_092159,0,5.8,0,8.64,-93.7,57.7,57.7,-0.41,-1.65,-2.12,-5.94,24.434,681.9,689.3,0.33,690.1,448,3.2,0.26,161.72,113.968,,,
5/28/2015,15:51:34,0,LTK_052815_092159,0,5.8,0,8.64,-93.7,57.6,57.6,-0.38,-1.52,-2.15,-6.03,24.43,681.8,689.3,0.33,690.1,448,3,0.25,162.731,114.68,,,
5/28/2015,15:51:36,0,LTK_052815_092159,0,5.8,0,8.64,-93.7,57.5,57.5,-0.37,-1.49,-2.17,-6.08,24.429,682,689.5,0.33,690.3,448,2.8,0.23,163.313,115.09,,,
5/28/2015,15:51:38,0,LTK_052815_092159,0,5.8,0,8.64,-93.7,57.4,57.4,-0.38,-1.54,-2.13,-5.98,24.421,681.8,689.4,0.33,690.2,448,2.7,0.22,163.872,115.484,,,
5/28/2015,15:51:40,0,LTK_052815_092159,0,5.8,0,8.63,-93.5,57.3,57.3,-0.34,-1.37,-2.09,-5.85,24.406,681.7,689.6,0.33,690.4,448,2.5,0.21,165.483,116.619,,,
5/28/2015,15:51:42,0,LTK_052815_092159,0,5.8,0,8.63,-93.5,57.2,57.2,-0.34,-1.36,-2.07,-5.79,24.395,681.6,689.6,0.33,690.4,448,2.3,0.2,166.688,117.467,,,
5/28/2015,15:51:44,0,LTK_052815_092159,0,5.8,0,8.63,-93.4,57,57,-0.36,-1.43,-2.05,-5.75,24.39,681.4,689.4,0.33,690.3,448,2.2,0.19,167.797,118.248,,,
5/28/2015,15:51:46,0,LTK_052815_092159,0,5.7,0,8.63,-93.4,56.9,56.9,-0.34,-1.35,-2.11,-5.9,24.387,681.5,689.6,0.33,690.4,448,2.1,0.18,169.125,119.184,,,
5/28/2015,15:51:48,0,LTK_052815_092159,0,5.7,0,8.63,-93.4,56.8,56.8,-0.34,-1.35,-2.08,-5.84,24.383,681.6,689.7,0.33,690.6,448,2,0.17,170.226,119.959,,,
5/28/2015,15:51:50,0,LTK_052815_092159,0,5.7,0,8.63,-93.3,56.6,56.6,-0.39,-1.56,-2.11,-5.9,24.377,681.6,689.8,0.33,690.6,448,2,0.16,170.968,120.482,,,
5/28/2015,15:51:52,0,LTK_052815_092159,0,5.7,0,8.63,-93.3,56.5,56.5,-0.41,-1.64,-2.11,-5.9,24.376,681.5,689.7,0.33,690.5,448,1.9,0.16,171.756,121.037,,,
5/28/2015,15:51:54,0,LTK_052815_092159,0,5.7,0,8.63,-93.3,56.3,56.3,-0.35,-1.39,-2.13,-5.97,24.374,681.6,689.9,0.33,690.7,448,1.9,0.16,172.595,121.628,,,
5/28/2015,15:51:56,0,LTK_052815_092159,0,5.7,0,8.63,-93.3,56.1,56.1,-0.39,-1.58,-2.1,-5.87,24.37,681.7,690,0.33,690.8,448,1.8,0.15,174.279,122.814,,,
5/28/2015,15:51:58,0,LTK_052815_092159,0,5.7,0,8.63,-93.2,56,56,-0.38,-1.5,-2.1,-5.87,24.368,681.2,689.5,0.33,690.4,448,1.7,0.14,175.825,123.903,,,
5/28/2015,15:52:00,0,LTK_052815_092159,0,5.7,0,8.63,-93.2,55.8,55.8,-0.36,-1.44,-2.09,-5.86,24.367,681.6,689.9,0.33,690.7,448,1.7,0.14,177.386,125.003,,,
5/28/2015,15:52:02,0,LTK_052815_092159,0,5.7,0,8.63,-93.2,55.6,55.6,-0.35,-1.38,-2.07,-5.79,24.366,681.5,689.8,0.33,690.7,448,1.6,0.14,179.804,126.707,,,
5/28/2015,15:52:04,0,LTK_052815_092159,0,5.7,0,8.63,-93.1,55.4,55.4,-0.34,-1.37,-2.13,-5.95,24.362,681.3,689.7,0.33,690.6,448,1.6,0.13,181.144,127.651,,,
5/28/2015,15:52:06,0,LTK_052815_092159,0,5.8,0,8.63,-93.2,55.3,55.3,-0.36,-1.44,-2.09,-5.84,24.359,681.5,690,0.33,690.8,448,1.6,0.13,181.225,127.707,,,
5/28/2015,15:52:08,0,LTK_052815_092159,0,5.8,0,8.63,-93.2,55.1,55.1,-0.4,-1.58,-2.11,-5.91,24.36,681.5,690,0.33,690.8,448,1.6,0.13,180.938,127.505,,,
5/28/2015,15:52:10,0,LTK_052815_092159,0,5.8,0,8.63,-93.2,54.9,54.9,-0.37,-1.48,-2.08,-5.82,24.359,681.4,689.9,0.33,690.8,448,1.6,0.13,180.485,127.186,,,
5/28/2015,15:52:12,0,LTK_052815_092159,0,5.8,0,8.63,-93.2,54.8,54.8,-0.37,-1.46,-2.03,-5.68,24.36,681.3,689.7,0.33,690.6,448,1.6,0.13,180.172,126.965,,,
