1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,pH,pH mV,ORP mV,ORP raw mV,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,ODO % sat,ODO mg/L,Turbidity FNU,TSS mg/L,Press psi a,Depth m,,
4/28/2016,10:55:43,0,LTM,0,5.6,0,8.6,-127.9,-107.3,-107.3,-0.33,-1.32,-2.17,-6.07,24.323,682.5,691.5,0.34,692.4,449,4.4,0.37,-0.95,0,163.494,115.215,,
4/28/2016,10:55:45,0,LTM,0,5.6,0,8.6,-127.7,-109.4,-109.4,-0.37,-1.48,-2.07,-5.79,24.324,682.4,691.3,0.34,692.2,449,4.4,0.37,-0.88,0,163.583,115.278,,
4/28/2016,10:55:47,0,LTM,0,5.6,0,8.59,-127.5,-111.3,-111.3,-0.36,-1.44,-2.14,-5.98,24.324,682.4,691.4,0.34,692.3,449,4.3,0.36,-0.91,0,163.72,115.374,,
4/28/2016,10:55:49,0,LTM,0,5.6,0,8.59,-127.3,-113.1,-113.1,-0.34,-1.36,-2.12,-5.93,24.322,682.3,691.2,0.34,692.2,449,4.3,0.36,-0.9,0,163.774,115.412,,
4/28/2016,10:55:51,0,LTM,0,5.6,0,8.59,-127.1,-115,-115,-0.37,-1.5,-2.19,-6.12,24.323,682.5,691.4,0.34,692.3,449,4.2,0.35,-0.91,0,163.757,115.4,,
4/28/2016,10:55:53,0,LTM,0,5.6,0,8.58,-126.9,-116.8,-116.8,-0.35,-1.39,-2.11,-5.9,24.323,682.3,691.3,0.34,692.2,449,4.2,0.35,-0.85,0,163.854,115.468,,
4/28/2016,10:55:55,0,LTM,0,5.6,0,8.58,-126.8,-118.6,-118.6,-0.37,-1.49,-2.15,-6.02,24.323,682.3,691.3,0.34,692.2,449,4.1,0.34,-0.97,0,163.873,115.482,,
4/28/2016,10:55:57,0,LTM,0,5.6,0,8.58,-126.6,-120.2,-120.2,-0.35,-1.41,-2.15,-6.02,24.322,682.3,691.2,0.34,692.1,449,4.1,0.34,-0.87,0,164.036,115.597,,
4/28/2016,10:55:59,0,LTM,0,5.6,0,8.57,-126.5,-121.9,-121.9,-0.35,-1.41,-2.11,-5.92,24.322,682.7,691.6,0.34,692.5,450,4,0.34,-0.77,0,164.36,115.825,,
4/28/2016,10:56:01,0,LTM,0,5.6,0,8.57,-126.2,-123.5,-123.5,-0.35,-1.38,-2.13,-5.96,24.322,682.2,691.2,0.34,692.1,449,4,0.33,-0.87,0,164.481,115.91,,
4/28/2016,10:56:03,0,LTM,0,5.6,0,8.57,-126.1,-125,-125,-0.33,-1.31,-2.08,-5.83,24.322,682.3,691.2,0.34,692.1,449,3.9,0.33,-0.92,0,164.741,116.093,,
4/28/2016,10:56:05,0,LTM,0,5.6,0,8.56,-126,-126.5,-126.5,-0.34,-1.36,-2.07,-5.79,24.322,682.4,691.3,0.34,692.3,449,3.9,0.32,-0.84,0,164.964,116.251,,
4/28/2016,10:56:07,0,LTM,0,5.6,0,8.56,-125.9,-128,-128,-0.34,-1.35,-2.22,-6.2,24.322,682.5,691.5,0.34,692.4,449,3.9,0.32,-0.75,0,165.152,116.383,,
4/28/2016,10:56:09,0,LTM,0,5.6,0,8.56,-125.7,-129.6,-129.6,-0.34,-1.34,-2.12,-5.93,24.322,682.4,691.4,0.34,692.3,449,3.8,0.32,-0.79,0,165.443,116.588,,
4/28/2016,10:56:11,0,LTM,0,5.6,0,8.56,-125.6,-131,-131,-0.35,-1.41,-2.14,-6,24.322,682.4,691.3,0.34,692.2,449,3.8,0.32,-0.82,0,165.588,116.69,,
4/28/2016,10:56:13,0,LTM,0,5.6,0,8.56,-125.5,-132.3,-132.3,-0.36,-1.42,-2.08,-5.81,24.321,682.5,691.4,0.34,692.3,449,3.8,0.32,-0.84,0,165.833,116.862,,
4/28/2016,10:56:15,0,LTM,0,5.6,0,8.55,-125.3,-133.7,-133.7,-0.33,-1.3,-2.14,-6,24.322,682.5,691.4,0.34,692.3,449,3.8,0.31,-0.87,0,166.114,117.061,,
4/28/2016,10:56:17,0,LTM,0,5.6,0,8.55,-125.3,-135,-135,-0.33,-1.31,-2.13,-5.95,24.322,682.8,691.8,0.34,692.7,450,3.7,0.31,-0.78,0,166.107,117.055,,
4/28/2016,10:56:19,0,LTM,0,5.6,0,8.55,-125.2,-136.4,-136.4,-0.36,-1.44,-2.12,-5.93,24.322,682.3,691.2,0.34,692.1,449,3.7,0.31,-0.85,0,166.337,117.218,,
4/28/2016,10:56:21,0,LTM,0,5.6,0,8.55,-125.1,-137.8,-137.8,-0.33,-1.33,-2.09,-5.85,24.32,682.6,691.6,0.34,692.5,450,3.7,0.31,-0.98,0,166.572,117.383,,
4/28/2016,10:56:23,0,LTM,0,5.6,0,8.55,-125,-139.1,-139.1,-0.35,-1.4,-2.13,-5.96,24.322,682.5,691.4,0.34,692.3,449,3.6,0.3,-0.84,0,166.731,117.495,,
4/28/2016,10:56:25,0,LTM,0,5.6,0,8.55,-124.9,-140.2,-140.2,-0.37,-1.47,-2.14,-5.99,24.32,682.7,691.7,0.34,692.6,450,3.6,0.3,-0.83,0,166.884,117.603,,
4/28/2016,10:56:27,0,LTM,0,5.6,0,8.54,-124.8,-141.4,-141.4,-0.37,-1.47,-2.18,-6.09,24.321,682.5,691.5,0.34,692.4,449,3.6,0.3,-0.82,0,167.028,117.704,,
4/28/2016,10:56:29,0,LTM,0,5.6,0,8.54,-124.8,-142.7,-142.7,-0.35,-1.38,-2.12,-5.93,24.322,682.3,691.3,0.34,692.2,449,3.6,0.3,-0.76,0,167.227,117.845,,
4/28/2016,10:56:31,0,LTM,0,5.6,0,8.54,-124.7,-144,-144,-0.38,-1.5,-2.14,-6,24.321,682.5,691.5,0.34,692.4,449,3.5,0.29,-0.83,0,167.346,117.928,,
4/28/2016,10:56:33,0,LTM,0,5.6,0,8.54,-124.6,-145.4,-145.4,-0.29,-1.16,-2.2,-6.17,24.32,682.6,691.6,0.34,692.5,450,3.5,0.29,-0.89,0,167.467,118.014,,
4/28/2016,10:56:35,0,LTM,0,5.6,0,8.54,-124.6,-146.5,-146.5,-0.34,-1.36,-2.12,-5.94,24.32,682.4,691.4,0.34,692.3,449,3.5,0.29,-0.9,0,167.531,118.058,,
4/28/2016,10:56:37,0,LTM,0,5.6,0,8.54,-124.5,-147.7,-147.7,-0.36,-1.43,-2.13,-5.96,24.319,682.5,691.5,0.34,692.4,449,3.5,0.29,-0.87,0,167.593,118.103,,
4/28/2016,10:56:39,0,LTM,0,5.6,0,8.54,-124.5,-148.9,-148.9,-0.36,-1.43,-2.1,-5.89,24.318,682.4,691.4,0.34,692.3,449,3.4,0.29,-0.9,0,167.665,118.153,,
4/28/2016,10:56:41,0,LTM,0,5.6,0,8.54,-124.4,-150.2,-150.2,-0.4,-1.61,-2.16,-6.05,24.319,682.6,691.6,0.34,692.6,450,3.4,0.28,-1.01,0,167.426,117.984,,
4/28/2016,10:56:43,0,LTM,0,5.6,0,8.54,-124.4,-151.3,-151.3,-0.35,-1.41,-2.11,-5.91,24.319,682.6,691.6,0.34,692.6,450,3.4,0.28,-0.91,0,167.313,117.905,,
4/28/2016,10:56:45,0,LTM,0,5.6,0,8.54,-124.3,-152.4,-152.4,-0.35,-1.41,-2.03,-5.69,24.32,682.4,691.4,0.34,692.3,449,3.4,0.28,-0.93,0,167.32,117.91,,
4/28/2016,10:56:47,0,LTM,0,5.6,0,8.53,-124.3,-153.5,-153.5,-0.34,-1.35,-2.09,-5.85,24.32,682.6,691.6,0.34,692.5,450,3.4,0.28,-0.81,0,167.163,117.8,,
4/28/2016,10:56:49,0,LTM,0,5.6,0,8.53,-124.3,-154.6,-154.6,-0.34,-1.38,-2.06,-5.76,24.318,682.6,691.6,0.34,692.5,450,3.4,0.28,-0.89,0,167.712,118.186,,
4/28/2016,10:56:51,0,LTM,0,5.6,0,8.53,-124.2,-155.6,-155.6,-0.37,-1.47,-2.14,-5.98,24.321,682.6,691.6,0.34,692.5,450,3.3,0.28,-0.75,0,167.075,117.737,,
4/28/2016,10:56:53,0,LTM,0,5.6,0,8.53,-124.2,-156.6,-156.6,-0.34,-1.37,-2.21,-6.17,24.322,682.6,691.5,0.34,692.4,449,3.3,0.28,-0.8,0,166.738,117.5,,
4/28/2016,10:56:55,0,LTM,0,5.6,0,8.53,-124.2,-157.7,-157.7,-0.36,-1.44,-2.13,-5.97,24.324,682.6,691.6,0.34,692.5,450,3.3,0.27,-0.82,0,165.64,116.727,,
4/28/2016,10:56:57,0,LTM,0,5.6,0,8.53,-124.2,-158.7,-158.7,-0.38,-1.51,-2.08,-5.83,24.324,682.6,691.5,0.34,692.4,449,3.3,0.27,-0.83,0,164.475,115.906,,
4/28/2016,10:56:59,0,LTM,0,5.6,0,8.53,-124.2,-159.6,-159.6,-0.31,-1.22,-2.09,-5.85,24.325,682.5,691.4,0.34,692.3,449,3.3,0.27,-0.71,0,163.482,115.206,,
4/28/2016,10:57:01,0,LTM,0,5.6,0,8.53,-124.3,-160.5,-160.5,-0.36,-1.44,-2.12,-5.93,24.323,682.5,691.4,0.34,692.4,449,3.3,0.27,-0.79,0,162.279,114.359,,
4/28/2016,10:57:03,0,LTM,0,5.6,0,8.53,-124.3,-161.4,-161.4,-0.36,-1.46,-2.17,-6.07,24.328,682.5,691.4,0.34,692.3,449,3.2,0.27,-0.82,0,161.177,113.582,,
4/28/2016,10:57:05,0,LTM,0,5.6,0,8.54,-124.3,-162.2,-162.2,-0.4,-1.6,-2.11,-5.91,24.336,682.7,691.5,0.34,692.4,449,3.2,0.27,-0.92,0,160.031,112.776,,
4/28/2016,10:57:07,0,LTM,0,5.6,0,8.54,-124.4,-162.8,-162.8,-0.34,-1.37,-2.1,-5.87,24.345,682.4,691.1,0.34,692,449,3.2,0.27,-0.91,0,159.121,112.135,,
4/28/2016,10:57:09,0,LTM,0,5.6,0,8.54,-124.4,-163.3,-163.3,-0.34,-1.37,-2.22,-6.23,24.351,682.5,691.1,0.34,692,449,3.2,0.27,-0.86,0,158.134,111.439,,
4/28/2016,10:57:11,0,LTM,0,5.6,0,8.54,-124.5,-163.8,-163.8,-0.35,-1.41,-2.14,-6,24.36,682.3,690.8,0.34,691.6,449,3.2,0.26,-0.95,0,157.189,110.774,,
4/28/2016,10:57:13,0,LTM,0,5.6,0,8.54,-124.5,-164.3,-164.3,-0.38,-1.53,-2.18,-6.11,24.365,682.6,691,0.34,691.8,449,3.2,0.26,-0.92,0,156.163,110.051,,
4/28/2016,10:57:15,0,LTM,0,5.6,0,8.54,-124.5,-164.7,-164.7,-0.37,-1.5,-2.16,-6.04,24.377,682.7,690.9,0.34,691.8,449,3.1,0.26,-0.89,0,155.162,109.346,,
4/28/2016,10:57:17,0,LTM,0,5.6,0,8.54,-124.5,-165.1,-165.1,-0.35,-1.4,-2.1,-5.89,24.403,683.2,691.1,0.34,691.9,449,3.1,0.26,-0.87,0,153.808,108.392,,
4/28/2016,10:57:19,0,LTM,0,5.6,0,8.54,-124.6,-165.7,-165.7,-0.32,-1.29,-2.12,-5.95,24.438,683.6,691.1,0.34,691.8,449,3.1,0.26,-0.92,0,152.67,107.591,,
4/28/2016,10:57:21,0,LTM,0,5.6,0,8.54,-124.7,-166,-166,-0.38,-1.5,-2.14,-5.99,24.463,683.7,690.8,0.34,691.5,449,3.2,0.26,-0.95,0,151.801,106.981,,
4/28/2016,10:57:23,0,LTM,0,5.6,0,8.54,-124.7,-166.3,-166.3,-0.4,-1.6,-2.13,-5.96,24.473,683.7,690.7,0.34,691.4,449,3.3,0.27,-0.92,0,150.783,106.264,,
4/28/2016,10:57:25,0,LTM,0,5.6,0,8.54,-124.8,-166.6,-166.6,-0.34,-1.35,-2.09,-5.84,24.479,683.9,690.7,0.34,691.4,449,3.3,0.28,-0.9,0,149.762,105.544,,
4/28/2016,10:57:27,0,LTM,0,5.6,0,8.54,-124.9,-166.8,-166.8,-0.36,-1.44,-2.1,-5.89,24.483,683.8,690.7,0.34,691.3,449,3.4,0.28,-0.93,0,148.657,104.765,,
4/28/2016,10:57:29,0,LTM,0,5.6,0,8.55,-124.9,-167.1,-167.1,-0.34,-1.38,-2.11,-5.91,24.487,683.8,690.6,0.34,691.3,449,3.4,0.29,-1,0,147.782,104.149,,
4/28/2016,10:57:31,0,LTM,0,5.6,0,8.55,-125,-167.3,-167.3,-0.38,-1.54,-2.19,-6.13,24.489,683.9,690.6,0.34,691.3,449,3.5,0.29,-0.9,0,146.933,103.551,,
4/28/2016,10:57:33,0,LTM,0,5.6,0,8.55,-125.1,-167.5,-167.5,-0.39,-1.55,-2.15,-6.02,24.492,684,690.7,0.34,691.4,449,3.5,0.3,-0.99,0,146.449,103.21,,
4/28/2016,10:57:35,0,LTM,0,5.6,0,8.55,-125.1,-167.6,-167.6,-0.35,-1.4,-2.12,-5.92,24.498,684,690.6,0.34,691.3,449,3.6,0.3,-0.94,0,145.305,102.404,,
4/28/2016,10:57:37,0,LTM,0,5.6,0,8.55,-125.2,-167.8,-167.8,-0.41,-1.63,-2.13,-5.95,24.505,684.1,690.7,0.34,691.3,449,3.7,0.31,-0.94,0,144.234,101.65,,
4/28/2016,10:57:39,0,LTM,0,5.6,0,8.55,-125.3,-167.9,-167.9,-0.41,-1.64,-2.18,-6.11,24.511,684.1,690.6,0.34,691.2,449,3.7,0.31,-0.97,0,143.581,101.19,,
4/28/2016,10:57:41,0,LTM,0,5.6,0,8.55,-125.4,-168,-168,-0.33,-1.34,-2.22,-6.23,24.516,684.3,690.7,0.34,691.3,449,3.8,0.32,-0.91,0,142.422,100.373,,
4/28/2016,10:57:43,0,LTM,0,5.6,0,8.55,-125.4,-168.1,-168.1,-0.32,-1.28,-2.13,-5.97,24.527,684.3,690.5,0.33,691.1,449,3.9,0.32,-0.94,0,141.431,99.675,,
4/28/2016,10:57:45,0,LTM,0,5.6,0,8.56,-125.5,-168.1,-168.1,-0.35,-1.41,-2.14,-6,24.529,684.3,690.5,0.33,691.2,449,4,0.33,-0.95,0,140.519,99.033,,
4/28/2016,10:57:47,0,LTM,0,5.6,0,8.56,-125.6,-168.1,-168.1,-0.33,-1.31,-2.18,-6.1,24.534,684.4,690.5,0.33,691.1,449,4.1,0.34,-0.94,0,139.596,98.383,,
4/28/2016,10:57:49,0,LTM,0,5.6,0,8.56,-125.6,-168.1,-168.1,-0.36,-1.43,-2.14,-5.99,24.552,684.5,690.4,0.33,691,449,4.2,0.35,-0.89,0,138.722,97.767,,
4/28/2016,10:57:51,0,LTM,0,5.6,0,8.56,-125.7,-167.9,-167.9,-0.36,-1.43,-2.12,-5.93,24.563,684.7,690.4,0.33,691,449,4.4,0.36,-0.95,0,137.881,97.175,,
4/28/2016,10:57:53,0,LTM,0,5.6,0,8.56,-125.8,-167.7,-167.7,-0.35,-1.39,-2.13,-5.96,24.575,684.7,690.3,0.33,690.9,449,4.5,0.38,-0.94,0,136.986,96.545,,
4/28/2016,10:57:55,0,LTM,0,5.6,0,8.56,-125.9,-167.4,-167.4,-0.35,-1.38,-2.11,-5.9,24.577,684.6,690.2,0.33,690.8,449,4.7,0.39,-0.89,0,136.085,95.91,,
4/28/2016,10:57:57,0,LTM,0,5.6,0,8.56,-126,-167.2,-167.2,-0.37,-1.47,-2.13,-5.96,24.58,684.4,690,0.33,690.5,448,4.8,0.4,-0.89,0,135.191,95.28,,
4/28/2016,10:57:59,0,LTM,0,5.6,0,8.56,-126,-167,-167,-0.34,-1.36,-2.15,-6.01,24.587,684.7,690.1,0.33,690.7,449,4.9,0.41,-0.92,0,134.278,94.637,,
4/28/2016,10:58:01,0,LTM,0,5.6,0,8.57,-126.1,-166.6,-166.6,-0.36,-1.42,-2.08,-5.82,24.596,684.9,690.2,0.33,690.8,449,5.1,0.42,-0.86,0,133.233,93.9,,
4/28/2016,10:58:03,0,LTM,0,5.6,0,8.57,-126.2,-166.2,-166.2,-0.35,-1.41,-2.13,-5.97,24.605,684.7,689.9,0.33,690.5,448,5.3,0.44,-0.9,0,132.385,93.303,,
4/28/2016,10:58:05,0,LTM,0,5.6,0,8.57,-126.3,-165.7,-165.7,-0.37,-1.47,-2.13,-5.95,24.611,685,690.1,0.33,690.7,449,5.5,0.46,-1.01,0,131.277,92.522,,
4/28/2016,10:58:07,0,LTM,0,5.6,0,8.57,-126.4,-165.2,-165.2,-0.36,-1.45,-2.08,-5.84,24.611,684.7,689.9,0.33,690.4,448,5.8,0.48,-0.91,0,130.226,91.782,,
4/28/2016,10:58:09,0,LTM,0,5.6,0,8.57,-126.5,-164.7,-164.7,-0.34,-1.37,-2.11,-5.91,24.614,684.8,689.9,0.33,690.5,448,5.9,0.49,-0.92,0,129.159,91.03,,
4/28/2016,10:58:11,0,LTM,0,5.6,0,8.57,-126.6,-164.2,-164.2,-0.34,-1.37,-2.11,-5.91,24.617,685.1,690.1,0.33,690.6,449,6.1,0.5,-0.97,0,128.198,90.353,,
4/28/2016,10:58:13,0,LTM,0,5.6,0,8.58,-126.7,-163.7,-163.7,-0.34,-1.37,-2.16,-6.04,24.627,684.9,689.8,0.33,690.3,448,6.2,0.52,-0.97,0,127.117,89.591,,
4/28/2016,10:58:15,0,LTM,0,5.6,0,8.58,-126.9,-162.9,-162.9,-0.3,-1.19,-2.17,-6.07,24.638,684.8,689.6,0.33,690.1,448,6.6,0.55,-0.92,0,125.977,88.789,,
4/28/2016,10:58:17,0,LTM,0,5.6,0,8.58,-127,-161.8,-161.8,-0.35,-1.39,-2.1,-5.89,24.651,685.2,689.8,0.33,690.3,448,7.2,0.6,-0.96,0,124.953,88.067,,
4/28/2016,10:58:19,0,LTM,0,5.6,0,8.58,-127.1,-160.6,-160.6,-0.39,-1.55,-2.13,-5.96,24.658,685.2,689.7,0.33,690.2,448,7.9,0.66,-0.95,0,123.934,87.349,,
4/28/2016,10:58:21,0,LTM,0,5.6,0,8.59,-127.3,-159.3,-159.3,-0.32,-1.29,-2.14,-5.99,24.665,685.1,689.5,0.33,689.9,448,8.6,0.71,-0.94,0,123.089,86.754,,
4/28/2016,10:58:23,0,LTM,0,5.6,0,8.59,-127.4,-158.1,-158.1,-0.34,-1.34,-2.05,-5.75,24.681,685.3,689.6,0.33,690,448,9.1,0.75,-0.86,0,122.063,86.031,,
4/28/2016,10:58:25,0,LTM,0,5.6,0,8.59,-127.6,-156.7,-156.7,-0.36,-1.46,-2.07,-5.79,24.727,685.2,688.8,0.33,689.2,448,9.8,0.81,-0.92,0,121.008,85.289,,
4/28/2016,10:58:27,0,LTM,0,5.6,0,8.6,-127.8,-154.8,-154.8,-0.36,-1.45,-2.11,-5.9,24.78,685.7,688.6,0.33,688.9,448,11,0.91,-0.91,0,119.883,84.497,,
4/28/2016,10:58:29,0,LTM,0,5.6,0,8.6,-128.1,-152.2,-152.2,-0.32,-1.28,-2.13,-5.96,24.809,685.8,688.3,0.33,688.6,447,13,1.08,-0.86,0,118.945,83.837,,
4/28/2016,10:58:31,0,LTM,0,5.6,0,8.61,-128.3,-149.8,-149.8,-0.32,-1.29,-2.12,-5.92,24.824,686,688.3,0.33,688.6,447,14.8,1.22,-0.9,0,118.037,83.198,,
4/28/2016,10:58:33,0,LTM,0,5.6,0,8.61,-128.5,-147.5,-147.5,-0.38,-1.53,-2.09,-5.85,24.836,686.2,688.3,0.33,688.6,447,16.2,1.34,-1,0,117.268,82.656,,
4/28/2016,10:58:35,0,LTM,0,5.6,0,8.61,-128.8,-145.4,-145.4,-0.34,-1.37,-2.07,-5.8,24.842,686.1,688.2,0.33,688.4,447,17.4,1.44,-0.9,0,116.245,81.935,,
4/28/2016,10:58:37,0,LTM,0,5.6,0,8.62,-129,-143.4,-143.4,-0.37,-1.46,-2.1,-5.89,24.845,686,688,0.33,688.3,447,18.2,1.51,-0.84,0,115.304,81.272,,
4/28/2016,10:58:39,0,LTM,0,5.6,0,8.62,-129.2,-141.5,-141.5,-0.32,-1.26,-2.13,-5.97,24.848,686.2,688.2,0.33,688.4,447,18.9,1.56,-0.93,0,114.528,80.725,,
4/28/2016,10:58:41,0,LTM,0,5.6,0,8.62,-129.3,-139.7,-139.7,-0.37,-1.47,-2.1,-5.89,24.853,686.2,688.2,0.33,688.4,447,19.4,1.61,-0.89,0,113.757,80.182,,
4/28/2016,10:58:43,0,LTM,0,5.6,0,8.63,-129.5,-138,-138,-0.31,-1.25,-2.15,-6.01,24.862,686.2,688,0.33,688.2,447,19.9,1.65,-0.86,0,113.089,79.711,,
4/28/2016,10:58:45,0,LTM,0,5.6,0,8.63,-129.7,-136.4,-136.4,-0.37,-1.47,-2.08,-5.82,24.896,686.5,687.8,0.33,688,447,20.5,1.7,-0.83,0,112.128,79.034,,
4/28/2016,10:58:47,0,LTM,0,5.6,0,8.63,-129.9,-134.7,-134.7,-0.31,-1.26,-2.13,-5.95,24.927,686.7,687.6,0.33,687.7,447,21.5,1.78,-0.86,0,111.22,78.395,,
4/28/2016,10:58:49,0,LTM,0,5.6,0,8.64,-130.2,-132.9,-132.9,-0.31,-1.23,-2.1,-5.87,24.948,686.8,687.5,0.33,687.6,447,22.6,1.87,-0.91,0,110.319,77.761,,
4/28/2016,10:58:51,0,LTM,0,5.6,0,8.64,-130.4,-131.2,-131.2,-0.32,-1.27,-2.08,-5.82,24.965,686.7,687.2,0.33,687.2,447,23.6,1.95,-0.85,0,109.526,77.202,,
4/28/2016,10:58:53,0,LTM,0,5.6,0,8.65,-130.6,-129.3,-129.3,-0.33,-1.33,-2.16,-6.04,24.994,686.9,687,0.33,687,447,24.6,2.03,-0.91,0,108.626,76.569,,
4/28/2016,10:58:55,0,LTM,0,5.6,0,8.65,-130.9,-127.6,-127.6,-0.38,-1.5,-2.13,-5.97,25.014,687.3,687.1,0.33,687.1,447,25.7,2.12,-0.87,0,107.61,75.853,,
4/28/2016,10:58:57,0,LTM,0,5.6,0,8.66,-131.2,-126,-126,-0.33,-1.31,-2.14,-5.99,25.026,687,686.7,0.33,686.7,446,26.9,2.21,-0.95,0,106.501,75.072,,
4/28/2016,10:58:59,0,LTM,0,5.6,0,8.66,-131.4,-124.4,-124.4,-0.34,-1.38,-2.16,-6.04,25.032,687.2,686.8,0.33,686.7,446,27.8,2.29,-0.93,0,105.436,74.321,,
4/28/2016,10:59:01,0,LTM,0,5.6,0,8.66,-131.6,-122.9,-122.9,-0.31,-1.25,-2.15,-6.02,25.039,687.4,686.9,0.33,686.8,446,28.6,2.36,-0.95,0,104.266,73.497,,
4/28/2016,10:59:03,0,LTM,0,5.6,0,8.67,-131.8,-121.5,-121.5,-0.33,-1.3,-2.2,-6.15,25.055,687.4,686.7,0.33,686.6,446,29.4,2.42,-0.84,0,103.132,72.698,,
4/28/2016,10:59:05,0,LTM,0,5.6,0,8.67,-132.1,-120.1,-120.1,-0.34,-1.35,-2.16,-6.05,25.07,687.7,686.7,0.33,686.6,446,30.2,2.49,-0.8,0,102.067,71.948,,
4/28/2016,10:59:07,0,LTM,0,5.6,0,8.68,-132.3,-118.8,-118.8,-0.32,-1.28,-2.07,-5.8,25.087,687.7,686.5,0.33,686.4,446,31,2.55,-0.83,0,101.089,71.258,,
4/28/2016,10:59:09,0,LTM,0,5.6,0,8.68,-132.6,-117.5,-117.5,-0.33,-1.33,-2.2,-6.15,25.098,687.5,686.3,0.33,686.1,446,31.8,2.62,-0.96,0,100.169,70.61,,
4/28/2016,10:59:11,0,LTM,0,5.6,0,8.69,-132.8,-116.3,-116.3,-0.29,-1.17,-2.1,-5.88,25.121,688,686.4,0.33,686.2,446,32.5,2.68,-0.87,0,99.064,69.832,,
4/28/2016,10:59:13,0,LTM,0,5.6,0,8.69,-133,-115,-115,-0.31,-1.25,-2.11,-5.9,25.146,688.2,686.3,0.33,686.1,446,33.3,2.74,-0.89,0,98.306,69.298,,
4/28/2016,10:59:15,0,LTM,0,5.6,0,8.69,-133.2,-113.9,-113.9,-0.33,-1.32,-2.08,-5.83,25.241,688.6,685.6,0.33,685.3,446,34.2,2.81,-0.94,0,97.418,68.673,,
4/28/2016,10:59:17,0,LTM,0,5.6,0,8.7,-133.5,-112.5,-112.5,-0.32,-1.3,-2.16,-6.05,25.311,689.1,685.1,0.33,684.7,445,35.8,2.94,-0.88,0,96.472,68.008,,
4/28/2016,10:59:19,0,LTM,0,5.6,0,8.7,-133.8,-111.1,-111.1,-0.28,-1.13,-2.17,-6.06,25.331,689.3,685,0.33,684.5,445,37.6,3.08,-0.83,0,95.731,67.487,,
4/28/2016,10:59:21,0,LTM,0,5.6,0,8.71,-134.1,-109.8,-109.8,-0.33,-1.33,-2.14,-5.99,25.343,689.6,685.1,0.33,684.6,445,39.1,3.2,-0.85,0,94.896,66.898,,
4/28/2016,10:59:23,0,LTM,0,5.6,0,8.71,-134.4,-108.5,-108.5,-0.29,-1.17,-2.15,-6.02,25.368,689.8,685,0.33,684.5,445,40.2,3.29,-0.92,0,93.767,66.103,,
4/28/2016,10:59:25,0,LTM,0,5.6,0,8.72,-134.6,-107.4,-107.4,-0.3,-1.18,-2.09,-5.86,25.497,690.7,684.4,0.33,683.7,445,41.4,3.39,-0.88,0,92.638,65.308,,
4/28/2016,10:59:27,0,LTM,0,5.6,0,8.72,-134.9,-106.2,-106.2,-0.28,-1.13,-2.17,-6.07,25.553,691.1,683.9,0.33,683.2,445,42.6,3.48,-0.89,0,91.568,64.556,,
4/28/2016,10:59:29,0,LTM,0,5.6,0,8.72,-135.1,-105,-105,-0.32,-1.27,-2.13,-5.96,25.582,691.1,683.5,0.33,682.7,444,43.8,3.58,-0.81,0,90.626,63.892,,
4/28/2016,10:59:31,0,LTM,0,5.6,0,8.73,-135.3,-103.9,-103.9,-0.3,-1.2,-2.15,-6.03,25.626,691.5,683.4,0.33,682.5,444,44.9,3.67,-0.92,0,89.556,63.139,,
4/28/2016,10:59:33,0,LTM,0,5.6,0,8.73,-135.5,-102.8,-102.8,-0.34,-1.36,-2.16,-6.05,25.655,691.8,683.3,0.33,682.4,444,45.9,3.74,-0.9,0,88.5,62.395,,
4/28/2016,10:59:35,0,LTM,0,5.6,0,8.74,-135.8,-101.8,-101.8,-0.34,-1.34,-2.18,-6.11,25.699,691.9,682.8,0.33,681.8,444,47,3.83,-0.86,0,87.46,61.663,,
4/28/2016,10:59:37,0,LTM,0,5.6,0,8.74,-136,-100.7,-100.7,-0.34,-1.37,-2.07,-5.81,25.708,692.1,682.8,0.33,681.9,444,48,3.91,-0.97,0,86.695,61.123,,
4/28/2016,10:59:39,0,LTM,0,5.6,0,8.74,-136.3,-99.7,-99.7,-0.32,-1.3,-2.16,-6.05,25.721,692.3,682.9,0.33,681.9,444,48.8,3.97,-0.82,0,85.486,60.272,,
4/28/2016,10:59:41,0,LTM,0,5.6,0,8.75,-136.5,-98.9,-98.9,-0.29,-1.17,-2.11,-5.91,25.754,692.7,682.9,0.33,681.9,444,49.4,4.02,-0.93,0,84.057,59.265,,
4/28/2016,10:59:43,0,LTM,0,5.6,0,8.75,-136.8,-98.1,-98.1,-0.27,-1.08,-2.16,-6.04,25.843,692.8,681.9,0.33,680.7,443,50.2,4.08,-0.81,0,82.611,58.246,,
4/28/2016,10:59:45,0,LTM,0,5.6,0,8.76,-137.1,-97.3,-97.3,-0.29,-1.16,-2.1,-5.88,26.055,694.3,680.6,0.33,679.1,442,51.8,4.2,-0.87,0,81.068,57.161,,
